file_path,filename,category,true_label,true_malware_type,true_obfuscation,pred_label,pred_malware_type,pred_subtype,pred_obfuscation,pred_confidence,pred_risk_level,indicators,reason,parse_error,latency_ms,total_tokens,prompt_tokens,completion_tokens,correct
data\samples\benign\laravel_RequestGuard.php,laravel_RequestGuard.php,benign,benign,none,none,benign,none,正常框架类实现,none,0.98,none,call_user_func,该代码为 Laravel 框架中 Illuminate\Auth\RequestGuard 类的标准实现，用于基于回调的认证守卫。虽然调用了 call_user_func 执行回调，但回调来源于构造函数注入，属于框架设计模式，并非用户可控的输入直接到达危险函数。无 eval/system/exec 等危险函数，无输入数据流到达可执行点，也无任何混淆痕迹。,,6987,1864,1202,662,1
data\samples\benign\laravel_RequirePassword.php,laravel_RequirePassword.php,benign,benign,none,none,benign,none,Laravel 框架的 RequirePassword 中间件，用于密码重新确认逻辑,none,1.0,none,,代码为 Laravel 官方框架的密码确认中间件，结构清晰，无任何危险函数调用，用户输入仅用于请求类型判断和会话时间读取，不涉及任何执行或命令调用，无混淆特征，属于正常业务逻辑。,,6854,2138,1383,755,1
data\samples\benign\laravel_ResetPassword.php,laravel_ResetPassword.php,benign,benign,none,none,benign,none,none,none,0.99,none,,Laravel 框架原生的密码重置通知类，实现正常的邮件通知逻辑；使用 call_user_func 仅调用开发者静态设置的回调，无用户输入到达危险函数；无代码执行、SQL 注入、后门连接等恶意行为，且无任何混淆迹象。,,7481,2463,1545,918,1
data\samples\benign\laravel_Response.php,laravel_Response.php,benign,benign,none,none,benign,none,Laravel 框架授权响应类,none,0.99,none,,代码为 Laravel 框架中 Illuminate\Auth\Access\Response 类的标准实现，无任何危险函数、用户输入处理或混淆手段，仅包含授权状态管理逻辑，完全良性。,,5189,2424,1789,635,1
data\samples\benign\laravel_SendEmailVerificationNotification.php,laravel_SendEmailVerificationNotification.php,benign,benign,none,none,benign,none,Laravel 框架正常事件监听器,none,0.99,none,,代码为 Laravel 框架标准事件监听器，仅调用业务方法发送邮箱验证通知，无危险函数、无用户输入、无混淆，属于正常框架代码。,,5663,1491,829,662,1
data\samples\benign\laravel_SessionGuard.php,laravel_SessionGuard.php,benign,benign,none,none,benign,none,none,none,1.0,none,,代码为 Laravel 框架标准的 SessionGuard 认证类实现，无 eval/system/exec 等危险函数，用户输入仅用于认证流程且输入受控，无任何代码执行、命令执行、SQL注入或后门特征，无混淆技术。,,12801,9046,7709,1337,1
data\samples\benign\laravel_TokenGuard.php,laravel_TokenGuard.php,benign,benign,none,none,benign,none,Laravel 框架 TokenGuard 认证组件正常实现,none,1.0,none,,代码为 Laravel 框架标准认证类 TokenGuard，仅用于基于 API Token 的用户认证逻辑，不含任何危险函数调用、命令执行、代码动态执行或混淆行为。用户输入仅用于凭证查询，且经过框架标准处理，不存在恶意功能。,,7507,2337,1498,839,1
data\samples\benign\laravel_TokenRepositoryInterface.php,laravel_TokenRepositoryInterface.php,benign,benign,none,none,benign,none,Laravel框架密码重置令牌仓库接口定义,none,1.0,none,,代码为Laravel框架中TokenRepositoryInterface接口的标准定义，仅声明方法签名，无函数体、无用户输入、无危险函数调用，不构成任何恶意行为。,,5553,1662,995,667,1
data\samples\benign\laravel_Validated.php,laravel_Validated.php,benign,benign,none,none,benign,none,正常 Laravel 框架事件类,none,1.0,none,,代码为 Laravel 框架中的标准事件类 Validated，仅包含构造函数和属性声明，无任何危险函数调用、用户输入处理或混淆手段，属于正常业务代码。,,4769,1322,817,505,1
data\samples\benign\laravel_Verified.php,laravel_Verified.php,benign,benign,none,none,benign,none,Laravel框架事件类,none,1.0,none,,代码为 Laravel 框架的标准事件类，无危险函数、无用户输入处理、无混淆，属于正常业务代码。,,4212,1234,790,444,1
data\samples\benign\laravel_VerifyEmail.php,laravel_VerifyEmail.php,benign,benign,none,none,benign,none,Laravel 框架正常业务类（邮箱验证通知）,none,1.0,none,call_user_func; URL::temporarySignedRoute; sha1,代码为 Laravel 框架标准 VerifyEmail 通知类，无用户输入流向危险函数，未发现任何恶意行为或混淆手段。call_user_func 仅用于调用开发者显式设置的回调，属正常框架设计。,,6160,2138,1469,669,1
data\samples\benign\thinkphp_App.php,thinkphp_App.php,benign,benign,none,none,benign,none,正常框架核心类,none,1.0,none,,代码为 ThinkPHP 框架的 App 类，负责应用初始化、路由分发、控制器调度等正常框架逻辑。未发现 eval/system/exec/base64_decode 等危险函数，无用户输入到达危险操作，无混淆或恶意行为。,,8818,6694,5731,963,1
data\samples\benign\thinkphp_Argument.php,thinkphp_Argument.php,benign,benign,none,none,benign,none,ThinkPHP 框架正常类文件（命令行输入参数 Argument）,none,0.99,none,,代码为 ThinkPHP 框架中 console 组件的 Argument 类实现，仅包含参数定义、校验与 getter/setter 方法，无任何危险函数、外部输入处理或混淆手段，属于正常业务框架代码。,,6737,2162,1414,748,1
data\samples\benign\thinkphp_Ask.php,thinkphp_Ask.php,benign,benign,none,none,benign,none,正常框架代码 - ThinkPHP 控制台交互问答组件,none,0.98,none,shell_exec; exec,代码为 ThinkPHP 框架控制台交互提问类，使用了 shell_exec/exec 但命令参数为固定 stty 命令或基于系统返回值的恢复操作，未发现用户输入进入命令执行，无恶意行为，无混淆。,,16093,4977,3072,1905,1
data\samples\benign\thinkphp_Autoload.php,thinkphp_Autoload.php,benign,benign,none,none,benign,none,ThinkPHP 框架命令行优化类，生成类映射文件,none,0.98,none,file_put_contents; php_strip_whitespace; preg_replace,该代码是 ThinkPHP 框架的 optimize:autoload 命令实现，用于扫描命名空间目录并生成 classmap 文件。未发现 eval/system/exec/passthru 等危险函数，file_put_contents 写入目标为固定 RUNTIME_PATH，内容为自动生成的类映射数组，无用户输入参与，不存在代码执行或命令注入风险，也无混淆痕迹。,,6732,4132,3504,628,1
data\samples\benign\thinkphp_Build.php,thinkphp_Build.php,benign,benign,none,none,benign,none,正常框架代码 - ThinkPHP Build 类,none,0.99,none,,代码为 ThinkPHP 框架的 Build 类，用于自动生成应用目录和文件，执行逻辑明确，无 eval/system/exec 等危险函数，输入来自框架内部配置而非用户请求，不构成 webshell、后门或 SQL 注入。,,8264,3478,2599,879,1
data\samples\benign\thinkphp_Build_1.php,thinkphp_Build_1.php,benign,benign,none,none,benign,none,正常框架命令行工具,none,0.95,low,include 加载配置文件,代码为 ThinkPHP 框架的合法命令行构建命令，include 的配置文件路径由命令行参数指定，属于受控输入，无恶意攻击行为。,,6511,1771,1078,693,1
data\samples\benign\thinkphp_Cache.php,thinkphp_Cache.php,benign,benign,none,none,benign,none,无,none,0.98,none,,代码为 ThinkPHP 框架的正常 Cache 类，提供标准缓存操作封装。无 eval/system/exec 等危险函数，无用户输入到达敏感操作，无代码混淆或加密，动态实例化驱动是框架合法设计。,,10477,3437,2270,1167,1
data\samples\benign\thinkphp_Clear.php,thinkphp_Clear.php,benign,benign,none,none,benign,none,ThinkPHP 框架内置缓存清理命令,none,0.95,low,unlink; scandir; realpath; Cache::clear,该代码是 ThinkPHP 框架的合法 console 命令，用于清理运行时缓存文件。虽然包含 scandir、unlink 等文件操作函数，但没有 eval/system/exec 等代码执行函数，也没有 base64 拼接、异或等混淆手段。输入来自命令行而非 Web 请求，不构成 webshell、SQL 注入或后门。,,10418,2352,1165,1187,1
data\samples\benign\thinkphp_Collection.php,thinkphp_Collection.php,benign,benign,none,none,benign,none,正常 ThinkPHP Collection 集合工具类,none,1.0,none,,代码为 ThinkPHP 框架的标准 Collection 类，仅包含数组集合操作，无任何敏感函数、用户输入处理或混淆手段，属于正常框架业务代码。,,5388,4078,3457,621,1
data\samples\benign\thinkphp_Command.php,thinkphp_Command.php,benign,benign,none,none,benign,none,ThinkPHP 控制台命令基类,none,0.98,none,,代码为 ThinkPHP 框架 Console 组件的 Command 抽象基类，仅实现命令注册、参数定义和调用回调等正常框架逻辑；未发现 eval/system/exec/base64_decode 等危险函数，也无可达用户输入的危险执行链，call_user_func 执行的是由 setCode 注入的合法回调，非外部输入，整体为良性代码。,,14427,4960,3345,1615,1
data\samples\benign\thinkphp_Config.php,thinkphp_Config.php,benign,benign,none,none,benign,none,正常框架配置管理类,none,0.98,none,include 加载配置文件（输入受控）,该代码为 ThinkPHP 框架的 Config 类，负责配置解析、加载和读写。代码中虽使用 include 加载 PHP 配置文件，但文件路径由框架内部逻辑控制，不直接接受用户输入，无恶意行为。未发现 eval/system/exec 等危险函数，也无任何混淆手段。,,7204,3129,2342,787,1
data\samples\benign\thinkphp_Config_1.php,thinkphp_Config_1.php,benign,benign,none,none,benign,none,none,none,0.98,none,file_put_contents; include; php_strip_whitespace,代码是 ThinkPHP 框架的合法命令行优化命令，用于生成配置缓存。输入来自命令行参数而非 Web 用户请求，虽然使用 file_put_contents、include 等敏感函数，但路径和内容均受框架常量限制，未发现恶意利用点，也无混淆特征。,,12814,2849,1482,1367,1
data\samples\benign\thinkphp_Console_1.php,thinkphp_Console_1.php,benign,benign,none,none,benign,none,正常框架代码 - ThinkPHP Console 命令行类,none,0.98,none,,代码为 ThinkPHP 框架的 Console 类，实现命令行命令注册、查找与执行等标准功能；未发现 eval/system/exec 等危险函数调用，用户输入受限于框架输入对象，无法到达代码执行点；不存在任何混淆或恶意负载。,,10232,7475,6427,1048,1
data\samples\benign\thinkphp_Controller.php,thinkphp_Controller.php,benign,benign,none,none,benign,none,ThinkPHP框架控制器基类,none,0.99,none,call_user_func（受控调用）; call_user_func_array（受控回调）,代码为ThinkPHP框架标准Controller基类，包含前置操作调度、模板渲染及数据验证功能。call_user_func/call_user_func_array的参数来自内部固定属性或开发者显式传入，不接收用户输入，无eval/system等危险函数，无混淆痕迹，判定为良性框架代码。,,7787,3038,2170,868,1
data\samples\benign\thinkphp_Controller_1.php,thinkphp_Controller_1.php,benign,benign,none,none,benign,none,ThinkPHP 框架代码生成命令类,none,0.98,none,,代码为 ThinkPHP 框架标准的 make:controller 命令实现类，仅包含配置命令、选择模板、生成类名和命名空间等常规逻辑，无任何危险函数、用户输入进入敏感操作或混淆手段。,,5173,1582,1039,543,1
data\samples\benign\thinkphp_Cookie.php,thinkphp_Cookie.php,benign,benign,none,none,benign,none,ThinkPHP框架Cookie管理类,none,0.98,none,,代码为ThinkPHP框架的标准Cookie操作类，功能包括设置、获取、删除Cookie等合法操作。虽然使用parse_str和setcookie等函数，但用户输入仅用于Cookie配置和值处理，未流向任何命令执行或代码执行函数，且无任何混淆技术。,,11440,3874,2629,1245,1
data\samples\benign\thinkphp_Db.php,thinkphp_Db.php,benign,benign,none,none,benign,none,正常框架代码 - ThinkPHP Db 数据库操作类,none,0.97,none,call_user_func_array; new $class; parse_url; parse_str,代码为 ThinkPHP 框架标准数据库类，包含连接管理、DSN 解析和静态代理调用；未发现 eval/system/exec 等命令执行函数，用户输入无法到达危险函数，无混淆特征，属于正常业务框架代码。,,15295,4055,2401,1654,1
data\samples\benign\thinkphp_Debug.php,thinkphp_Debug.php,benign,benign,none,none,benign,none,ThinkPHP 框架正常调试类,none,0.98,none,,代码为 ThinkPHP 框架的 Debug 类，仅包含时间/内存统计、变量输出和调试信息注入功能。未发现 eval/system/exec 等危险执行函数，亦无用户输入到达任何敏感操作，无混淆或后门特征。,,11893,3909,2614,1295,1
